wine_id,user_id,score
12,Dan Lipton,4.0
12,Tom Macomber,4.0
12,Jordan Mueller,4.0
12,Tjeerd Wichers,4.0
12,Joe García Luna,4.0
12,Jens Kaatze,4.0
12,Ruth Lambrecht Tewes,4.0
12,Michael Moffatt,4.0
12,Vadim Lipovtsev,4.0
12,Gretchen Bilhardt,4.0
12,KingMat,4.0
12,Tom Trotter,4.0
12,Chitwood,3.5
12,Ray,4.0
12,Yanko Anastasov,4.0
12,Dave,4.0
12,Trey_thewinequeen,4.0
12,Stephen Howard,4.0
12,The Cody,4.0
12,J D,4.0
12,Chris Sharpe,3.5
12,Wanda Fernandez,3.5
12,Craig Froehling,4.0
12,AB,4.0
12,Kris Matysiak,4.0
12,Chad Dennis,4.0
12,Paul Koster,3.5
12,Elliot Mercer,3.5
12,Justin B,4.0
12,Kevin R,3.0
12,Doug Walker,3.0
12,Steve Sommerville,3.0
12,Ryan Berglund,4.0
12,Mike Conca,4.0
12,Cristin Bragg,4.0
12,Robert Fanning,4.0
12,R M,4.0
12,Carl Hellman,4.0
12,Jay Fletcher,4.0
12,Samridh Choubey,4.0
12,Jose Toledo,4.0
12,Bruce Bruce,4.0
12,James Hoffman,3.5
12,Jared,4.0
12,Kevin Suelter,4.0
12,A J,3.5
12,Lisa Casapulla-Bodrogi,4.0
12,Michael,4.0
12,Chris & Miah Rosco,4.0
12,Guillermo & Maria,3.5
12,Jb S,4.0
12,Anneloor Hoebee,4.0
12,Eric Roe,4.0
12,Kyra Zarnoski,3.5
12,BigKatWines,3.5
12,Todd Berich,3.5
12,SUNG WON KIM,4.0
12,Troy P,4.0
12,Phil Cramer,4.0
12,John Olsen,4.0
12,Gino Santarossa,3.5
12,R S,4.0
12,Michael Murphy,4.0
12,Brian Davis,3.5
12,Edgar Torres Garcia,4.0
12,Kevin Wilson,4.0
12,Gregory Tink,4.0
12,"Jorge Lazaro Diaz, CasualWiners.com",4.5
12,David Stirt,4.0
12,Matt Burg,4.0
12,Gabriel Fernandez,4.0
12,Fernando Fernandez,4.0
12,Colin and Diane,3.5
12,Mike Bor,4.0
12,Peregrino,3.5
12,Charie Valois,4.0
12,Sheri Mahara,4.0
12,Bee Gee,4.0
12,Craig Sem,4.0
12,John Zoidberg,4.0
12,A N,4.0
12,Gord Vaadeland,3.5
12,Jacob Knight,4.0
12,Cameron Bouton,4.0
12,Alexandru Costache,4.0
12,Keith Vollberg,3.5
12,Chris Dearman,4.0
12,Marcus Farrar,3.5
12,Jarle Madsen,3.5
12,J P,3.5
12,John Beurskens,3.5
12,Brian Mishler,3.5
12,Luke Knepper,4.0
12,Max,4.0
12,Tíbor Gál,3.5
12,3WineGuys-Scott,3.5
12,Mark Gudgel,3.0
12,""" Odedi """,3.5
12,Warren Lapine,3.0
12,Junhyoung Park,3.5
12,Mike LaPlante,3.5
12,Rock and Roll Wino,2.5
12,DiegoGRW,4.0
12,Stephanie Casler,4.5
12,Heather Hitson,3.5
12,Jonathan Ball,3.5
12,LYSSA,4.5
12,Rob,4.0
12,Red-Ross,3.5
12,Kevin Lauzon,3.5
12,Jeff T,2.5
12,Luca Pizzuto,3.5
12,Brandon Erickson,3.5
12,Mike DeVuono,3.0
12,Francis FitzGibbon,3.5
12,Vandita Tejwani,4.0
12,Seba Stian,3.5
12,Gary S,3.5
12,C Goss,4.5
12,Jamie Franklin,3.5
12,Tracy K,4.0
12,Sean Walton,3.5
12,Grapes & Grinds,4.5
12,Scott Bauman,4.5
12,Mark Pharo,3.5
12,Naoki Sekiguchi,3.5
12,James L,3.5
12,Dadavoodoo,3.5
12,Beck Neubs,3.0
12,Empty Bottles of Wine,3.5
12,Sipping Fine Wine,2.0
12,Dierdre Atkinson Wogaman,3.5
12,Dan West,3.5
12,Tatiana Vidal S,3.5
12,TysonT,3.5
12,Fernando Amaya,3.5
12,K L,3.5
12,Phil M,3.5
12,Razvan M,3.5
12,Varsity Wine Merchant,2.5
12,Steve Carroll,2.0
12,Olivier D.,3.5
12,Toby Henderson,3.5
12,Susan Odonnell,3.5
12,Stephen Gregory,3.5
12,Ada,3.5
12,Shauna Peluso,4.5
12,Tony Deng,3.5
12,Shelley White,3.5
12,Pat Biancone,3.5
12,Frederik Ferié,3.5
12,Daniel Buss,3.5
12,Sébastien Pair,3.5
12,Alex Johnson,4.0
12,Denver N,3.5
12,Felipe Villegas,3.5
12,Nick Gustafson,3.5
12,Gregory LaBella,3.5
12,Thommy Z,3.5
12,Jerri Freeman,3.5
12,Penny Murphy,4.5
12,Baeknam Regina Kim,3.5
12,Kevin Geck,4.0
12,JF,3.5
12,Sandro Marco Tobler,3.5
12,Loris Rayner,3.5
12,Kevin D,4.0
12,J.CUENCO,3.5
12,Woobs,3.5
12,Jose Matos,3.5
12,Kale Slisz,3.5
12,Kevin B,3.5
12,Barry Vickery,4.0
12,Xingchen Mai,3.5
12,Steve Longo,3.5
12,Mr.Ché,3.5
12,GJWino,3.0
12,Brian Tsang,3.5
12,Christina Butorina,3.5
12,Rob Andrews,3.0
12,Jose B.,3.0
12,Beyond Fear,3.0
12,RB Hamill,2.5
12,RoCoST8,2.5
12,Robert Heinzer,3.5
12,Alexey Belevantsev,3.5
12,thisfrenchwinelover,3.5
12,Robert Wright,3.0
12,Chris Delanoy YYC,3.5
12,Dovecot,3.0
12,Valentina Bodro,3.5
12,.Vinloq )-I,3.0
12,Chris Thomas,3.5
12,The Coyote,3.5
12,Susan Neil,3.0
12,Lynn Varner,3.0
12,BruceDrinksWine,2.0
12,Mike Taylor,2.5
12,Jukka,3.5
12,Travis Haymore,3.5
12,Vince S.,3.5
12,Richard Powers,3.0
12,Ted Luther,3.0
12,Mervyn Chua,3.5
12,J V,3.5
12,Brad D,3.0
12,Sam Bayat,3.0
12,Randy Maurer,3.5
12,vivino user,4.0
12,David Wilson,4.0
12,Todd C,3.5
12,Mike O'Connor,1.5
12,Cesar and Mrs P,3.0
12,Matthew Sanchez,3.0
12,Óskar Einarsson,3.0
12,Lailla,3.0
12,Jake Skehan,3.0
12,Kyung Paik,3.5
12,Allison Olivia,3.0
12,Ryan Sapp,3.5
12,Andy Summerlin,3.0
12,Gert Hofer,3.0
12,Sara,4.0
12,Andre Niesing,3.0
12,Pat Lewis,3.0
12,Gary Peck,3.0
12,Andrew Estrany,3.0
12,The Humps,3.0
12,Lexus Larry,3.5
12,Kevin O'Rourke,3.0
12,Georg Langer,3.0
12,.L.,3.0
12,Steve Soczka,3.0
12,Olga iA,3.5
12,Matt Burns,3.0
12,Andrew Laverghetta,3.0
12,P Bit,3.0
12,Kaitlin,3.0
12,Jesper Bach larsen,3.0
12,Gio Viana,3.0
12,Lon Poage,3.5
12,Jim Miller,3.0
12,Alistair Stewart,3.0
12,Roger Mantica,3.0
12,Natasha M,3.5
12,Steven Sarkisian,3.0
12,Chris Hotka,3.0
12,Pavel Lokhov,3.0
12,Michael or Al Hirt,3.0
12,Sara Slack,3.5
12,Márcio Labes Fukuda,3.0
12,Boo Dee,3.5
12,Martin Mielko,3.5
12,Jesse Shaw,3.0
12,Kate Bender,3.0
12,Andrea Watt,3.0
12,Samuel Ryan,3.0
12,Courtney Fletcher,3.5
12,David Montes de Oca,3.0
12,Mike S,3.0
12,D Med,3.0
12,V C,3.0
12,Kyle Hanson,3.5
12,Marie E,3.5
12,James Edwards,3.5
12,Mihai Lambrino,3.5
12,Joseph Daly,2.5
12,Randy S,2.0
12,Mark Evans,4.0
12,J L,4.0
12,John R,4.0
12,Garrett Johnson,4.0
12,Steven,4.0
12,Nicole Brown,4.0
12,M C,4.0
12,H S,4.0
12,Kevin Anderson,4.0
12,Portia Marshall,2.0
12,Chris U,1.5
12,P S,3.5
12,E M,3.0
12,Michel Vandervoort,5.0
12,B D,2.0
12,Vanessa,2.5
12,Ana Guerra,3.5
12,Jason Anderson,2.5
12,Kathleen Nicoll,5.0
12,CJ Sachdev,2.0
12,Viktor S,4.0
12,Sheila Estep,4.5
12,Patty Kelly,2.0
12,Mark V,2.5
12,Amber Anderson,2.5
12,Eric Bell,2.0
12,Paul Brown,3.5
12,Jay Jay,3.5
12,Anthony Fiorica,3.5
12,Renato Marques,3.5
12,Fabricio Pergher,4.0
12,Keith Lovett,4.0
12,Aaron Smith,5.0
12,Joni,3.5
12,Shannon Smith,3.5
12,A M,4.5
12,James Ireland,4.0
12,Emily Johnson,4.5
12,Richard,4.0
12,Michelle B,4.5
12,Chris Bell,2.0
12,Anthony F,3.0
12,Patrick M,3.0
12,K K,3.0
12,VK,3.5
12,James Scott,2.5
12,N K,3.0
12,A S,3.5
12,Chris C,3.0
12,Olga,3.0
12,Katie R,3.0
12,Geert de Jong,3.5
12,C B,2.0
12,Matt S,5.0
12,Jordan M,5.0
12,Sarah S,5.0
12,Christopher Brown,5.0
12,Tom,5.0
12,S B,5.0
12,J W,5.0
12,Jeff M,1.0
12,Jim D,1.0
12,Skip Bowman,1.0
12,R H,3.5
12,Alexey Morskoy,5.0
12,Mary Ellen Coleman,2.0
12,Veronika Alasheeva,4.0
12,Claudio Lanata,4.0
12,Борис Мастеренко,4.0
12,Ivan Shabrin,4.0
12,Igor Karpunin,4.0
12,Maksim Gladkov,4.0
12,Dmitry Tokarev,4.0
12,Rogge,3.5
12,Carlos Chapela,4.0
12,Stanislav Lobanov,4.0
12,Ruslan Aref'ev RWC,4.0
12,Marie Winelover,4.0
12,Andrei Krupnov RWC,4.0
12,Кристина,4.0
12,Habatyr,3.5
12,Pavel Ivanov RWC,3.5
12,Edson Trentini,4.0
12,Andy Batt,4.0
12,Serban Sincai,4.0
12,John Wheeler,4.0
12,Gopherfan2014,4.0
12,Eri Okoshi,4.0
12,JK,4.0
12,Pablo Escobar,4.0
12,Andrey L.,4.0
12,Paulo Fernandes,4.0
12,Ev1983,4.0
12,Oleg Trofimov RWC,4.0
12,Gonzalo del Rio,4.5
12,Dmitry Popov,4.0
12,Andrey G RWC,4.0
12,Byron Smith,3.5
12,Marcelo Silva,3.5
12,CarlosE Duarte,4.0
12,Джузеппе Сизый Нос,3.5
12,Евгений Демин,4.5
12,K R,4.0
12,Ishi 33,3.5
12,Paolo Nava,3.5
12,The wine drinking chemist,3.5
12,LeChampenois,3.5
12,Anastasia Ratnikova,4.5
12,Cameron Sisser,3.5
12,Tim,3.5
12,Tad Hampton,3.5
12,vinhasfabio,3.5
12,Marcos Pereira,3.5
12,Lucky Mike,3.5
12,Alex Faynshteyn,4.0
12,Mikhail Balan,3.5
12,Pavel S,3.5
12,Ronny Zuffrano,3.0
12,shaaadrina,3.0
12,Javier Eduardo Rocha Amaris,3.0
12,@clube_charuto_bh,3.0
12,Lena Krutova,3.5
12,Alexander Khvostov,3.5
12,Daria,4.5
12,Ilya Bishkirevich,3.5
12,Denis Gridnev,3.5
12,Евгений Танкушин,4.5
12,Alexandre Dib,3.5
12,Rodi Bauler,3.5
12,Wonyuep Lee,3.5
12,Milton Pinatti,3.5
12,Supervoit Dima,3.5
12,Christian Meur,3.5
12,Tatiana Makarkina,3.5
12,Dmitry Filippov,4.0
12,Fede Eberle,3.0
12,Sergeev Sergey,3.5
12,Alex Ray,3.5
12,Coy Jones,3.0
12,Jesper Huldgaard,3.0
12,Echezeaux,3.5
12,Tori Brey,3.0
12,Ivan Rodriguez Del Rio,3.0
12,Jeesoo Cha,3.0
12,Scott Holtgrieve,3.5
12,Andreas Rieder,3.0
12,Erik Schneibli,3.0
12,Nikita Lomaev,3.5
12,Pavel Anokhin,3.0
12,Zerge,3.5
12,Andrey Burkhanov,3.5
12,Kim,3.5
12,Søren Andersen,4.0
12,Juan Hernandez,4.0
12,Mike H,4.0
12,J S,4.0
12,Kevin Murphy,4.0
12,Brian Smith,4.0
12,Konstantin K,4.0
12,わんぱく空手家,3.0
12,Вася Батарейкин,3.5
12,Bligaard,3.5
12,Vladimir Leonidov,3.5
12,Igor Kirikchi,3.5
12,Julien Med,3.0
12,みさえ まみや,3.0
12,Ro Wo,3.0
12,Alexey,3.5
12,Kostia Rybak,3.0
12,sunny .,3.0
12,Fernando Marcancola,3.0
12,Konstantin,2.0
12,Marius Thorvildsen,2.0
12,H T,3.0
12,Oleg Kravchenko,4.5
12,Christine Seiler,1.5
12,Thomas,2.0
12,Jeff Waller,2.5
12,Scott Taylor,3.0
12,K S,3.5
12,E L,3.5
12,vivino user,4.0
12,Andrew,3.5
12,Jane K,4.5
12,Dave Bradley,4.5
12,Дмитрий,4.5
12,J B,5.0
12,Vivino user,4.0
12,C M,3.0
12,Jeremy Thompson,3.0
12,Mark Sheehan,3.0
12,J H,5.0
12,D S,5.0
12,C L,5.0
12,Scott M,5.0
14,Mark Murphy,4.0
14,Phil MacDougall,3.7
14,Joel,3.5
14,Paul S,4.0
14,Piia-Liisa Lehtimäki,3.5
14,Philip Nixon,3.5
16,Mark Murphy,3.5
16,Agneta,3.0
16,Kasper Dahlberg,3.0
16,Anni Immonen,2.5
16,Jan Alanco,3.0
16,Pirjo Stenman,1.5
16,Jan Starczewski,4.0
16,G M,3.5
16,Kostiantyn Bushchyk,3.5
16,AA А,3.5
16,Ilya Zharov,3.0
16,Willi de Pattforder,3.5
17,Fernando Mestanza,4.0
17,Marcio André Costa,4.0
17,Alan Ramalho,4.0
17,Mauro De Paula,3.5
17,Rodrigo Barbaresco,3.0
17,Marcelo Liessi,4.0
17,Rodney Verdezoto,4.0
17,Claudemir Favaretto,3.0
17,Joao C. Furtado,3.0
17,Leandro Marques,2.0
18,Rodrigo Barros,3.5
18,Ina M.,3.5
18,Chaf Smith,3.5
18,Fernando Mestanza,3.5
18,Rosangela Maximo,3.5
18,Gustavo Gontijo,3.5
18,Boaz Granoth,3.5
18,George Filipov,3.5
18,Romeo C,3.0
18,ig,2.5
18,Jonas Porto,4.0
18,Diego Busatto,4.0
18,Rafael L. Carlesso,4.0
18,Mark Clark,4.0
18,Rafael Chuck @vinhosofando,3.5
18,Pavel Chmelař,3.5
18,Louis Pellissier,3.5
18,кирилл кирилл,3.0
18,Joab,2.5
18,Глеп,2.5
18,Alexandre Pereira,4.0
18,NovemberSky,4.0
18,Carlos Franco,4.0
18,Vicente Guimarães,4.0
18,Carmem,4.0
18,Anderson Arruda,4.0
18,Márcio Lyra,3.0
18,Bruno Gonçalves,3.5
18,Sobieski,3.5
18,Reginaldo Rocha,3.5
18,Marcos Nersessian,3.5
18,Marcelo Reis,3.5
18,Fernando Bello,3.5
18,Dmitriy Fedosenko,4.0
18,Francisco L,3.5
18,Vitto,3.0
18,Guillaume kekre,3.5
18,Claudio Borges,3.5
18,Dea C,3.5
18,Renato Crosara,5.0
18,Lu Lu,3.5
18,Wall Santos,4.0
18,Анастасия Новик,4.0
19,lai lai,3.5
19,Sommelier Claudia Arce,3.0
19,Nuno,4.0
19,Anderson Teodoro,4.0
19,Gabriel Azevedo,4.5
19,Paulo Menezes,2.5
19,Bruno Alexander,4.5
19,Fabricio Pergher,4.5
19,Marcelo Teixeira,4.5
19,Carlos Esteves,4.0
19,Carmem,4.0
19,Diego Busatto,4.0
19,Mr. Wolf,3.5
19,Marcos Nersessian,3.0
19,Marcus Noronha,3.5
19,Kevin Robinson,3.0
19,Juliano SCH,3.0
19,Pedro,4.0
19,Rafael L. Carlesso,4.5
19,Alan Ramalho,4.0
19,Kaio Diniz,4.0
19,Arilson,4.0
19,Marcelo Nakao,4.0
19,Fernando Guzmán Romero,4.0
19,Tulio Oliveira,5.0
19,Rafael Feistler,4.0
19,Jeff,4.0
19,Gonçalo Bezerra,4.0
19,Wilson Rodrigues Junior,4.0
19,Pedro,4.5
19,Renato Oliveira,3.5
19,Paulo Machado,3.5
19,Márcio Lyra,3.5
19,Felipe De Marco,3.5
19,Gauss,3.0
19,Rodrigo,3.0
19,Anderson Arruda,3.0
19,Ju,4.0
19,vivino user,5.0
19,Felipe Queiroz,4.5
19,Alexandre,2.5
20,Raimondas B.,4.0
20,ZastenQ,4.0
20,Yana Makovchuk,3.5
20,Andrei Filon,2.0
20,Ignas Silevičius,4.0
20,Mantas Zabarauskas,4.0
20,Brigitte M.,4.0
20,Arūnas Gražulis,4.0
20,Maxim Zakletski,3.5
20,Stasys W9LT Slava Ukraini!,3.5
20,Michael K,5.0
20,Martynas Ničajus,4.0
20,Nastassia Kiyko,3.5
20,tanya pta,3.5
20,Tomas W9LT,3.5
20,Глеп,4.0
20,Koen Lebegge,4.0
20,Alex A,4.0
20,Carel,4.0
20,Pavel Khalopitsa,4.0
20,Sergei Myatnikov,4.5
20,Lord Brevno,3.5
20,кирилл кирилл,3.5
20,Kislyakoff,3.5
20,Lyudmila Poltavskaya,4.5
20,Basileus,3.5
20,Anastasia Popova,3.5
20,Юлия Ко,3.5
20,Alexander Kon YPO,3.5
20,Walter Jonkins W9LT,3.5
20,Alexey Andreev,3.5
20,Igor Shelkunov,3.5
20,Alex Leit,3.5
20,Tatiana K,3.5
20,Nicolas Jourdan,5.0
20,Yauhen,4.0
20,Danya,4.0
20,Klau Das,4.0
20,Sobieski,4.0
20,NovemberSky,4.0
20,Karolis Dubauskas,3.5
20,Vitto,3.5
20,Sitytsak G.,3.5
20,Alex Vasilevich,3.5
20,Eugene,5.0
20,Evgeny Karavaikin,3.0
20,Vasilenko,3.5
20,Aksana,3.5
23,Mahfuz Rahman,4.0
23,Hudson Silveira,3.5
23,JD Merryweather,4.0
23,Carlos Franco,4.0
23,Peter B.,3.0
23,Andrei Filon,3.5
23,Romeo C,3.5
23,Paulo Menezes,3.0
23,Jirka,3.0
23,Mr.Ché,4.5
23,! Plinio Ricardo !,3.5
23,Saul Rosas,3.0
23,Reynaldo Ajauskas,3.0
23,Adan Juan,3.5
23,Juan Carlos Gallegos,3.0
23,Alexandre Freire,3.5
23,Chaf Smith,3.5
23,Richard V,3.5
23,*Gregory*,3.5
23,Antonio Fernando Nunes,3.5
23,Андрей Волосюк,3.5
23,Ina M.,3.5
23,Haridimos Spinthakis,3.5
23,Maggie Smith,3.5
23,Alex Tep,3.5
23,Ed Junior,3.5
23,Philippe Le Bourhis,3.5
23,Pablo Rene Ramirez,3.0
23,Alejandro Ramírez,3.0
23,Erik B.,3.0
23,Felix R A,3.0
23,Edgardo G:.,3.0
23,Kamil K.,2.5
23,Heikki Raappana,2.5
23,Alberto Bracco,3.0
23,Irina L,3.0
23,George Filipov,3.0
23,Robert Szymański,3.0
23,JJ,3.0
23,Tomas Gozdal,2.5
23,Peter Bost,5.0
23,ig,2.5
23,Grzegorz G,2.5
23,Ferdy50,4.0
23,Renato Crosara,4.0
23,Francisco L,4.0
23,Юлия Горбачева,4.0
23,Mark Clark,4.0
23,Julia Sorokina,4.0
23,André Lidman,4.0
23,Iomar Araujo Rodrigues,4.0
23,Angelo Franzoni,4.0
23,Benito Salomão,4.0
23,Wall Santos,4.0
23,J.C. Moreno,4.0
23,Daniele Pingani,4.0
23,Rafael L. Carlesso,4.0
23,Silvana e Floriano Schwanz,4.0
23,Vicente Guimarães,4.0
23,Galdino Bordallo,4.0
23,José Luiz De Jesus,4.0
23,Arilson,4.0
23,Mauricio Martinelli,4.0
23,Renato França,4.0
23,Fabricio Pergher,4.0
23,Larissa Memelli,4.0
23,Seb Castro,3.5
23,Luís Pimenta,4.0
23,Andre Salcedo,4.0
23,Murilo,4.0
23,Anderson Arruda,4.0
23,Carol,4.0
23,Max Braga @vinhomaisvinho,4.0
23,Felipe Provenzano João De Deus,4.0
23,Romer Nicoli,4.0
23,Fabio Seixas,4.0
23,Bonna RE,4.0
23,Joao C. Furtado,4.0
23,Alexandre & Nelma Moreira,4.0
23,Tulio Oliveira,4.0
23,Marco Ruellas,3.5
23,Felipe De Marco,4.0
23,RDX mma,4.0
23,Leandro Adriano,4.0
23,Alex Guerrier,4.0
23,Marcus V.,3.5
23,Leonardo Silveira,4.0
23,Pavel Matos,4.0
23,Filipe Tafas Pereira,3.5
23,Rodrigo Freitas,3.5
23,Eduardo Almeida,4.0
23,Michel,4.0
23,Leandro Sampaio,4.0
23,Luis Coutinho,3.5
23,Claudio J Neves,4.0
23,Pedro Marcos Ferreira,4.0
23,Humberto Proença,3.5
23,Vinicius Freire,4.0
23,Márcio Cechinatto,4.0
23,Valéria Braga,4.0
23,Antonio Guzman,3.5
23,André Fernandes,3.5
23,Elísio Mota Filho,3.5
23,Dan,3.5
23,Célia CordeiroSINPEEM,3.5
23,Andre Moraes,3.5
23,Roberto Meirelles,3.5
23,Misael Bortolaz,3.5
23,Luis Fabiano Marin,3.5
23,Pedro Gomes,3.5
23,Rafael Chuck @vinhosofando,3.5
23,Leonardo Rodrigues,3.5
23,Daniel Felzemburg,3.5
23,Ricardo Carvalho,3.0
23,David Van laer,3.0
23,Eliane Mainardi,3.0
23,Antonio Rollo,3.5
23,Pablo Cacher,3.5
23,Carlos Gilberto Machado,3.5
23,Roberto Moretti,3.5
23,Felipe Karolski,3.5
23,CR7,3.5
23,Reginaldo Rocha,3.5
23,Marcelo Veloso,3.5
23,Raúl Galván,3.5
23,Cesar Boreli,3.5
23,Willy Hermann Schulze,3.5
23,Murilo Celezinski,3.5
23,Davi Braga,3.5
23,Alexandr Lonchakov,3.5
23,Wallace Turcio,3.5
23,Lilian Cotrim N. Schramm,3.5
23,Leandro Lima Martin,3.5
23,Henrique D'Onofrio,3.5
23,Ludeaux van Beek,3.5
23,Rosangela Maximo,3.5
23,Marcelo Reis,3.5
23,Virgilio Dominoni,3.5
23,Japi,3.5
23,Louis Pellissier,3.5
23,Rafael,3.5
23,Jucimara Azevedo,3.5
23,Luis Garcia,3.5
23,Sobieski,3.5
23,Durval Brunelli,3.5
23,Jose Eduardo Soares,3.5
23,Claudio Borges,3.5
23,Sergio Valle,3.5
23,Thiago Soares,3.5
23,ANTONIO FERNANDO NOGUEIRA FONTÃO,3.5
23,Marcelo Tavares Cunha,3.5
23,Pavel Chmelař,3.5
23,FlavioJr,3.5
23,Vladislav Taganskiy,3.5
23,Cristiano R Schramm,3.5
23,Saint Clair,3.0
23,Felix,3.0
23,Enio R,3.5
23,Marcel Aguiar,3.5
23,José Luiz,3.5
23,P P,3.5
23,Yan Vieira,3.5
23,Daniel Steigleder,3.5
23,Marcelo Manacero,3.5
23,Daniel Silva,3.5
23,Patrick Almeida,3.5
23,Juliano SCH,3.0
23,Rodrigo,3.0
23,Fabiano,3.0
23,Arborom,3.5
23,Josue Dias,3.5
23,Rodrigo Bicca,3.5
23,Aleksandr Mitiushkin RWC,3.5
23,Marcos Vilela,3.5
